Well_Name,Depth,Porosity,Sw,Permeability,Vshale,Distance_to_OWC,Reservoir_Pressure,TVD_Depth,Is_Perforated,Initial_Rate,Production_Class
Well-A,3100.2128,0.0001,1,0.000301832,1,0,3074.18,2546.3309,FALSE,,
Well-A,3100.3652,0.0001,1,0.000301832,1,0,3074.37,2546.4833,FALSE,,
Well-A,3100.5176,0.0001,1,0.000301832,1,0,3074.55,2546.6357,FALSE,,
Well-A,3100.67,0.0001,1,0.000301832,1,0,3074.74,2546.7881,FALSE,,
Well-A,3100.8224,0.0001,1,0.000301832,1,0,3074.92,2546.9405,FALSE,,
Well-A,3100.9748,0.0001,1,0.000301832,1,0,3075.1,2547.0929,FALSE,,
Well-A,3101.1272,0.0001,1,0.000301832,1,0,3075.29,2547.2453,FALSE,,
Well-A,3101.2796,0.0001,1,0.000301832,1,0,3075.47,2547.3977,FALSE,,
Well-A,3101.432,0.0001,1,0.000301832,1,0,3075.66,2547.5501,FALSE,,
Well-A,3101.5844,0.0001,1,0.000301832,1,0,3075.84,2547.7025,FALSE,,
Well-A,3101.7368,0.0001,1,0.000301832,1,0,3076.02,2547.8549,FALSE,,
Well-A,3101.8892,0.0001,1,0.000301832,1,0,3076.21,2548.0073,FALSE,,
Well-A,3102.0416,0.0001,1,0.000301832,1,0,3076.39,2548.1597,FALSE,,
Well-A,3102.194,0.0001,1,0.000301832,1,0,3076.58,2548.3121,FALSE,,
Well-A,3102.3464,0.0001,1,0.000301832,1,0,3076.76,2548.4645,FALSE,,
Well-A,3102.4988,0.0001,1,0.000301832,1,0,3076.94,2548.6169,FALSE,,
Well-A,3102.6512,0.0001,1,0.000301832,1,0,3077.13,2548.7693,FALSE,,
Well-A,3102.8036,0.0001,1,0.000301832,1,0,3077.31,2548.9217,FALSE,,
Well-A,3102.956,0.0001,1,0.000301832,1,0,3077.5,2549.0741,FALSE,,
Well-A,3103.1084,0.0001,1,0.000301832,1,0,3077.68,2549.2265,FALSE,,
Well-A,3103.2608,0.0001,1,0.000301832,1,0,3077.86,2549.3789,FALSE,,
Well-A,3103.4132,0.0001,1,0.000301832,1,0,3078.05,2549.531,FALSE,,
Well-A,3103.5656,0.0001,1,0.000301832,1,0,3078.23,2549.6834,FALSE,,
Well-A,3103.718,0.0001,1,0.000301832,1,0,3078.42,2549.8358,FALSE,,
Well-A,3103.8704,0.0001,1,0.000301832,1,0,3078.6,2549.9882,FALSE,,
Well-A,3104.0228,0.0001,1,0.000301832,1,0,3078.78,2550.1406,FALSE,,
Well-A,3104.1752,0.0001,1,0.000301832,1,0,3078.97,2550.293,FALSE,,
Well-A,3104.3276,0.0001,1,0.000301832,1,0,3079.15,2550.4454,FALSE,,
Well-A,3104.48,0.0001,1,0.000301832,1,0,3079.34,2550.5978,FALSE,,
Well-A,3104.6324,0.0001,1,0.000301832,1,0,3079.52,2550.7502,FALSE,,
Well-A,3104.7848,0.0001,1,0.000301832,1,0,3079.7,2550.9026,FALSE,,
Well-A,3104.9372,0.0001,1,0.000301832,1,0,3079.89,2551.055,FALSE,,
Well-A,3105.0896,0.0001,1,0.000301832,1,0,3080.07,2551.2074,FALSE,,
Well-A,3105.242,0.0001,1,0.000301832,1,0,3080.26,2551.3598,FALSE,,
Well-A,3105.3944,0.0001,1,0.000301832,1,0,3080.44,2551.5122,FALSE,,
Well-A,3105.5468,0.0001,1,0.000301832,1,0,3080.62,2551.6646,FALSE,,
Well-A,3105.6992,0.0001,1,0.000301832,1,0,3080.81,2551.817,FALSE,,
Well-A,3105.8516,0.0001,1,0.000301832,1,0,3080.99,2551.9694,FALSE,,
Well-A,3106.004,0.0001,1,0.000301832,1,0,3081.18,2552.1218,FALSE,,
Well-A,3106.1564,0.0001,1,0.000301832,1,0,3081.36,2552.2742,FALSE,,
Well-A,3106.3088,0.0001,1,0.000301832,0.9996,0,3081.54,2552.4266,FALSE,,
Well-A,3106.4612,0.0001,1,0.000301832,0.9982,0,3081.73,2552.579,FALSE,,
Well-A,3106.6136,0.0001,1,0.000301832,0.9775,0,3081.91,2552.7314,FALSE,,
Well-A,3106.766,0.0001,1,0.000301832,0.9201,0,3082.1,2552.8838,FALSE,,
Well-A,3106.9184,0.0001,1,0.000301832,0.8962,0,3082.28,2553.0362,FALSE,,
Well-A,3107.0708,0.0001,1,0.000301832,0.9671,0,3082.46,2553.1886,FALSE,,
Well-A,3107.2232,0.0001,1,0.000301832,0.9825,0,3082.65,2553.341,FALSE,,
Well-A,3107.3756,0.0001,1,0.000301832,0.8809,0,3082.83,2553.4934,FALSE,,
Well-A,3107.528,0.0001,1,0.000301832,0.9419,0,3083.02,2553.6458,FALSE,,
Well-A,3107.6804,0.0001,1,0.000301832,0.9974,0,3083.2,2553.7982,FALSE,,
Well-A,3107.8328,0.0001,1,0.000301832,1,0,3083.38,2553.9506,FALSE,,
Well-A,3107.9852,0.0001,1,0.000301832,1,0,3083.57,2554.103,FALSE,,
Well-A,3108.1376,0.0001,1,0.000301832,1,0,3083.75,2554.2554,FALSE,,
Well-A,3108.29,0.0099,1,0.000548158,0.7613,0,3083.94,2554.4078,FALSE,,
Well-A,3108.4424,0.0981,0.963,0.117806317,0.4648,0,3084.12,2554.5602,FALSE,,
Well-A,3108.5948,0.1903,0.4929,32.3000254,0.2125,0,3084.3,2554.7126,FALSE,,
Well-A,3108.7472,0.2043,0.4182,75.75360369,0.1974,0,3084.49,2554.865,TRUE,,
Well-A,3108.8996,0.1744,0.5257,12.26763774,0.2943,0,3084.67,2555.0174,TRUE,,
Well-A,3109.052,0.1673,0.5965,7.96189484,0.357,0,3084.86,2555.1698,TRUE,,
Well-A,3109.2044,0.0272,1,0.001571693,0.6922,0,3085.04,2555.3222,FALSE,,
Well-A,3109.3568,0.0001,1,0.000301832,0.9676,0,3085.22,2555.4746,FALSE,,
Well-A,3109.5092,0.0001,1,0.000301832,1,0,3085.41,2555.627,FALSE,,
Well-A,3109.6616,0.0042,1,0.000387419,0.7853,0,3085.59,2555.7794,FALSE,,
Well-A,3109.814,0.1095,0.9347,0.23584002,0.3368,0,3085.78,2555.9318,FALSE,,
Well-A,3109.9664,0.186,0.4597,24.85984663,0.1461,0,3085.96,2556.0842,TRUE,10,POOR
Well-A,3110.1188,0.1988,0.4211,54.19602231,0.1384,0,3086.14,2556.2366,TRUE,10,POOR
Well-A,3110.2712,0.1716,0.5667,10.3447704,0.2435,0,3086.33,2556.389,TRUE,10,POOR
Well-A,3110.4236,0.1556,0.6609,3.905122359,0.3196,0,3086.51,2556.5414,TRUE,10,POOR
Well-A,3110.576,0.1533,0.6452,3.394814148,0.3638,0,3086.7,2556.6938,TRUE,10,POOR
Well-A,3110.7284,0.1602,0.5737,5.167398223,0.3813,0,3086.88,2556.8462,TRUE,10,POOR
Well-A,3110.8808,0.1596,0.5773,4.982028397,0.4055,0,3087.06,2556.9986,TRUE,10,POOR
Well-A,3111.0332,0.1118,0.894,0.271291475,0.5116,0,3087.25,2557.151,FALSE,,
Well-A,3111.1856,0.0227,1,0.001195019,0.7056,0,3087.43,2557.3034,FALSE,,
Well-A,3111.338,0.0001,1,0.000301832,0.7965,0,3087.62,2557.4558,FALSE,,
Well-A,3111.4904,0.0001,1,0.000301832,0.8459,0,3087.8,2557.6082,FALSE,,
Well-A,3111.6428,0.0001,1,0.000301832,0.9574,0,3087.98,2557.7606,FALSE,,
Well-A,3111.7952,0.0001,1,0.000301832,1,0,3088.17,2557.913,FALSE,,
Well-A,3111.9476,0.0222,1,0.001159187,0.732,0,3088.35,2558.0654,FALSE,,
Well-A,3112.1,0.0549,1,0.008488595,0.6367,0,3088.54,2558.2178,FALSE,,
Well-A,3112.2524,0.0577,1,0.01006644,0.6225,0,3088.72,2558.3702,FALSE,,
Well-A,3112.4048,0.1051,1,0.180413402,0.4655,0,3088.9,2558.5226,FALSE,,
Well-A,3112.5572,0.1048,1,0.177147868,0.4413,0,3089.09,2558.675,FALSE,,
Well-A,3112.7096,0.1095,1,0.23584002,0.4163,0,3089.27,2558.8274,FALSE,,
Well-A,3112.862,0.1205,1,0.460775388,0.4012,0,3089.46,2558.9798,FALSE,,
Well-A,3113.0144,0.1244,1,0.584273968,0.4116,0,3089.64,2559.1322,FALSE,,
Well-A,3113.1668,0.1115,1,0.266381022,0.4395,0,3089.82,2559.2846,FALSE,,
Well-A,3113.3192,0.0932,1,0.087417509,0.4452,0,3090.01,2559.437,FALSE,,
Well-A,3113.4716,0.0952,1,0.098737972,0.377,0,3090.19,2559.5894,FALSE,,
Well-A,3113.624,0.0951,1,0.098138613,0.3236,0,3090.38,2559.7418,FALSE,,
Well-A,3113.7764,0.0877,1,0.062540672,0.3016,0,3090.56,2559.8942,FALSE,,
Well-A,3113.9288,0.0786,1,0.035936209,0.3045,0,3090.74,2560.0466,FALSE,,
Well-A,3114.0812,0.1323,0.7035,0.945181805,0.1769,0,3090.93,2560.199,FALSE,,
Well-A,3114.2336,0.1658,0.6339,7.266948877,0.1316,0,3091.11,2560.3514,TRUE,,
Well-A,3114.386,0.1933,0.5984,38.77318955,0.1085,0,3091.3,2560.5038,TRUE,75,MEDIUM
Well-A,3114.5384,0.2076,0.5721,92.6114808,0.108,0,3091.48,2560.6562,TRUE,75,MEDIUM
Well-A,3114.6908,0.198,0.6106,51.61941785,0.1748,0,3091.66,2560.8086,TRUE,75,MEDIUM
Well-A,3114.8432,0.1882,0.6506,28.42318873,0.2146,0,3091.85,2560.961,TRUE,75,MEDIUM
Well-A,3114.9956,0.135,0.986,1.114066592,0.3355,0,3092.03,2561.1134,FALSE,,
Well-A,3115.148,0.1296,1,0.801898784,0.3192,0,3092.22,2561.2658,FALSE,,
Well-A,3115.3004,0.1795,0.7309,16.73476708,0.1698,0,3092.4,2561.4182,FALSE,,
Well-A,3115.4528,0.2036,0.6611,72.59275451,0.0952,0,3092.58,2561.5706,FALSE,,
Well-A,3115.6052,0.2027,0.7279,68.72182379,0.0796,0,3092.77,2561.723,FALSE,,
Well-A,3115.7576,0.1951,0.8077,43.26420491,0.0934,0,3092.95,2561.8754,FALSE,,
Well-A,3115.91,0.1955,0.8,44.33083199,0.0938,0,3093.14,2562.0278,FALSE,,
Well-A,3116.0624,0.2012,0.7416,62.7235087,0.0814,0,3093.32,2562.1802,FALSE,,
Well-A,3116.2148,0.211,0.6767,113.9123071,0.066,0,3093.5,2562.3326,FALSE,,
Well-A,3116.3672,0.2195,0.6367,191.132789,0.0623,0,3093.69,2562.485,FALSE,,
Well-A,3116.5196,0.2112,0.6713,115.3079432,0.0974,0,3093.87,2562.6374,FALSE,,
Well-A,3116.672,0.1998,0.7234,57.59838428,0.1307,0,3094.06,2562.7898,FALSE,,
Well-A,3116.8244,0.1972,0.7293,49.16531114,0.1381,0,3094.24,2562.9422,FALSE,,
Well-A,3116.9768,0.1754,0.8392,13.03778548,0.1893,0,3094.42,2563.0946,FALSE,,
Well-A,3117.1292,0.1416,1,1.665076581,0.2557,0,3094.61,2563.247,FALSE,,
Well-A,3117.2816,0.106,1,0.190575644,0.3135,0,3094.79,2563.3994,FALSE,,
Well-A,3117.434,0.0776,1,0.033813441,0.3264,0,3094.98,2563.5518,FALSE,,
Well-A,3117.5864,0.0349,1,0.002511759,0.362,0,3095.16,2563.7042,FALSE,,
Well-A,3117.7388,0.0067,1,0.000451116,0.3714,0,3095.34,2563.8566,FALSE,,
Well-A,3117.8912,0.018,1,0.000897621,0.2823,0,3095.53,2564.009,FALSE,,
Well-A,3118.0436,0.0399,1,0.003405591,0.2084,0,3095.71,2564.1614,FALSE,,
Well-A,3118.196,0.0799,1,0.038896275,0.1248,0,3095.9,2564.3138,FALSE,,
Well-A,3118.3484,0.1049,1,0.178229758,0.115,0,3096.08,2564.4662,FALSE,,
Well-A,3118.5008,0.1402,1,1.529023531,0.0944,0,3096.26,2564.6186,FALSE,,
Well-A,3118.6532,0.1449,1,2.035615473,0.1536,0,3096.45,2564.771,FALSE,,
Well-A,3118.8056,0.1284,1,0.74539777,0.2534,0,3096.63,2564.9234,FALSE,,
Well-A,3118.958,0.1488,0.9897,2.581208027,0.224,0,3096.82,2565.0758,FALSE,,
Well-A,3119.1104,0.1601,0.9254,5.136031074,0.2027,0,3097,2565.2282,FALSE,,
Well-A,3119.2628,0.174,0.818,11.97247083,0.1556,0,3097.18,2565.3806,FALSE,,
Well-A,3119.4152,0.1685,0.8345,8.565405005,0.1588,0,3097.37,2565.533,FALSE,,
Well-A,3119.5676,0.1569,0.9032,4.226787367,0.1878,0,3097.55,2565.6854,FALSE,,
Well-A,3119.72,0.1447,0.9849,2.010977288,0.2234,0,3097.74,2565.8378,FALSE,,
Well-A,3119.8724,0.1367,1,1.235560628,0.256,0,3097.92,2565.9902,FALSE,,
Well-A,3120.0248,0.1462,0.9435,2.20328916,0.2454,0,3098.1,2566.1426,FALSE,,
Well-A,3120.1772,0.1181,0.9733,0.398131318,0.3307,0,3098.29,2566.295,FALSE,,
Well-A,3120.3296,0.0436,1,0.004266101,0.5322,0,3098.47,2566.4474,FALSE,,
Well-A,3120.482,0.0004,1,0.000307396,0.937,0,3098.66,2566.5998,FALSE,,
Well-A,3120.6344,0.0001,1,0.000301832,1,0,3098.84,2566.7522,FALSE,,
Well-A,3120.7868,0.0001,1,0.000301832,1,0,3099.02,2566.9046,FALSE,,
Well-A,3120.9392,0.0001,1,0.000301832,1,0,3099.21,2567.0568,FALSE,,
Well-A,3121.0916,0.0001,1,0.000301832,1,0,3099.39,2567.2092,FALSE,,
Well-A,3121.244,0.0001,1,0.000301832,1,0,3099.58,2567.3616,FALSE,,
Well-A,3121.3964,0.0001,1,0.000301832,1,0,3099.76,2567.514,FALSE,,
Well-A,3121.5488,0.0001,1,0.000301832,1,0,3099.94,2567.6664,FALSE,,
Well-A,3121.7012,0.0001,1,0.000301832,1,0,3100.13,2567.8188,FALSE,,
Well-A,3121.8536,0.0001,1,0.000301832,1,0,3100.31,2567.9712,FALSE,,
Well-A,3122.006,0.0001,1,0.000301832,1,0,3100.5,2568.1236,FALSE,,
Well-A,3122.1584,0.0001,1,0.000301832,1,0,3100.68,2568.276,FALSE,,
Well-A,3122.3108,0.0001,1,0.000301832,1,0,3100.86,2568.4284,FALSE,,
Well-A,3122.4632,0.0001,1,0.000301832,1,0,3101.05,2568.5808,FALSE,,
Well-A,3122.6156,0.0001,1,0.000301832,1,0,3101.23,2568.7332,FALSE,,
Well-A,3122.768,0.0001,1,0.000301832,1,0,3101.42,2568.8856,FALSE,,
Well-A,3122.9204,0.0001,1,0.000301832,0.9848,0,3101.6,2569.038,FALSE,,
Well-A,3123.0728,0.0001,1,0.000301832,0.8045,0,3101.78,2569.1904,FALSE,,
Well-A,3123.2252,0.0007,1,0.000313063,0.6195,0,3101.97,2569.3428,FALSE,,
Well-A,3123.3776,0.0128,1,0.000654019,0.5432,0,3102.15,2569.4952,FALSE,,
Well-A,3123.53,0.0253,1,0.001399994,0.5152,0,3102.34,2569.6476,FALSE,,
Well-A,3123.6824,0.0373,1,0.002906973,0.4881,0,3102.52,2569.8,FALSE,,
Well-A,3123.8348,0.0549,1,0.008488595,0.4501,0,3102.7,2569.9524,FALSE,,
Well-A,3123.9872,0.0612,1,0.01245736,0.4416,0,3102.89,2570.1048,FALSE,,
Well-A,3124.1396,0.0394,1,0.003303475,0.5003,0,3103.07,2570.2572,FALSE,,
Well-A,3124.292,0.0092,1,0.000525286,0.5755,0,3103.26,2570.4096,FALSE,,
Well-A,3124.4444,0.0001,1,0.000301832,0.6113,0,3103.44,2570.562,FALSE,,
Well-A,3124.5968,0.0001,1,0.000301832,0.6507,0,3103.62,2570.7144,FALSE,,
Well-A,3124.7492,0.0001,1,0.000301832,0.7297,0,3103.81,2570.8668,FALSE,,
Well-A,3124.9016,0.0001,1,0.000301832,0.7746,0,3103.99,2571.0192,FALSE,,
Well-A,3125.054,0.0001,1,0.000301832,0.7605,0,3104.18,2571.1716,FALSE,,
Well-A,3125.2064,0.0001,1,0.000301832,0.7605,0,3104.36,2571.324,FALSE,,
Well-A,3125.3588,0.0001,1,0.000301832,0.832,0,3104.54,2571.4764,FALSE,,
Well-A,3125.5112,0.0001,1,0.000301832,0.9442,0,3104.73,2571.6288,FALSE,,
Well-A,3125.6636,0.0001,1,0.000301832,0.8642,0,3104.91,2571.7812,FALSE,,
Well-A,3125.816,0.0108,1,0.000579035,0.5908,0,3105.1,2571.9336,FALSE,,
Well-A,3125.9684,0.0962,0.77,0.104936625,0.3699,0,3105.28,2572.086,FALSE,,
Well-A,3126.1208,0.1363,0.5349,1.205832279,0.2683,0,3105.46,2572.2384,FALSE,,
Well-A,3126.2732,0.1531,0.4738,3.353724827,0.2586,0,3105.65,2572.3908,FALSE,,
Well-A,3126.4256,0.1451,0.4961,2.060555521,0.3003,0,3105.83,2572.5432,FALSE,,
Well-A,3126.578,0.1246,0.5521,0.591432403,0.3531,0,3106.02,2572.6956,FALSE,,
Well-A,3126.7304,0.1023,0.7266,0.15213485,0.3947,0,3106.2,2572.848,FALSE,,
Well-A,3126.8828,0.0861,1,0.056735374,0.4093,0,3106.38,2573.0004,FALSE,,
Well-A,3127.0352,0.105,0.7882,0.179318256,0.3265,0,3106.57,2573.1528,FALSE,,
Well-A,3127.1876,0.1404,0.3298,1.547756893,0.1882,0,3106.75,2573.3052,FALSE,,
Well-A,3127.34,0.1656,0.2865,7.178992958,0.104,0,3106.93,2573.4576,FALSE,,
Well-A,3127.4924,0.1833,0.2752,21.09126591,0.0732,0,3107.12,2573.61,FALSE,,
Well-A,3127.6448,0.193,0.2649,38.07138373,0.0705,0,3107.3,2573.7624,FALSE,,
Well-A,3127.7972,0.1875,0.2617,27.2372199,0.0888,0,3107.49,2573.9148,FALSE,,
Well-A,3127.9496,0.1576,0.2985,4.410831042,0.1281,0,3107.67,2574.0672,FALSE,,
Well-A,3128.102,0.1168,0.4118,0.367832914,0.1678,0,3107.85,2574.2196,FALSE,,
Well-A,3128.2544,0.0615,1,0.012686998,0.2285,0,3108.04,2574.372,FALSE,,
Well-A,3128.4068,0.0001,1,0.000301832,0.3459,0,3108.22,2574.5244,FALSE,,
Well-A,3128.5592,0.0001,1,0.000301832,0.5378,0,3108.41,2574.6768,FALSE,,
Well-A,3128.7116,0.0001,1,0.000301832,0.7547,0,3108.59,2574.8292,FALSE,,
Well-A,3128.864,0.0001,1,0.000301832,0.836,0,3108.77,2574.9816,FALSE,,
Well-A,3129.0164,0.0001,1,0.000301832,0.7376,0,3108.96,2575.134,FALSE,,
Well-A,3129.1688,0.0023,1,0.000345096,0.6581,0,3109.14,2575.2864,FALSE,,
Well-A,3129.3212,0.0005,1,0.000309273,0.6557,0,3109.33,2575.4388,FALSE,,
Well-A,3129.4736,0.0001,1,0.000301832,0.6771,0,3109.51,2575.5912,FALSE,,
Well-A,3129.626,0.0001,1,0.000301832,0.7507,0,3109.69,2575.7436,FALSE,,
Well-A,3129.7784,0.0001,1,0.000301832,0.8796,0,3109.88,2575.896,FALSE,,
Well-A,3129.9308,0.0001,1,0.000301832,0.9297,0,3110.06,2576.0484,FALSE,,
Well-A,3130.0832,0.0001,1,0.000301832,0.9203,0,3110.25,2576.2008,FALSE,,
Well-A,3130.2356,0.0001,1,0.000301832,0.9803,0,3110.43,2576.3532,FALSE,,
Well-A,3130.388,0.0001,1,0.000301832,1,0,3110.61,2576.5056,FALSE,,
Well-A,3130.5404,0.0001,1,0.000301832,0.9941,0,3110.8,2576.658,FALSE,,
Well-A,3130.6928,0.0001,1,0.000301832,0.8559,0,3110.98,2576.8104,FALSE,,
Well-A,3130.8452,0.0001,1,0.000301832,0.753,0,3111.17,2576.9628,FALSE,,
Well-A,3130.9976,0.0001,1,0.000301832,0.724,0,3111.35,2577.1152,FALSE,,
Well-A,3131.15,0.0001,1,0.000301832,0.6601,0,3111.53,2577.2676,FALSE,,
Well-A,3131.3024,0.0001,1,0.000301832,0.6139,0,3111.72,2577.42,FALSE,,
Well-A,3131.4548,0.0001,1,0.000301832,0.7275,0,3111.9,2577.5724,FALSE,,
Well-A,3131.6072,0.0001,1,0.000301832,1,0,3112.09,2577.7248,FALSE,,
Well-A,3131.7596,0.0001,1,0.000301832,1,0,3112.27,2577.8772,FALSE,,
Well-A,3131.912,0.0001,1,0.000301832,1,0,3112.45,2578.0296,FALSE,,
Well-A,3132.0644,0.0001,1,0.000301832,1,0,3112.64,2578.182,FALSE,,
Well-A,3132.2168,0.0001,1,0.000301832,1,0,3112.82,2578.3344,FALSE,,
Well-A,3132.3692,0.0001,1,0.000301832,1,0,3113.01,2578.4868,FALSE,,
Well-A,3132.5216,0.0001,1,0.000301832,0.9839,0,3113.19,2578.6392,FALSE,,
Well-A,3132.674,0.0001,1,0.000301832,0.9077,0,3113.37,2578.7916,FALSE,,
Well-A,3132.8264,0.0001,1,0.000301832,0.9436,0,3113.56,2578.944,FALSE,,
Well-A,3132.9788,0.0001,1,0.000301832,0.9979,0,3113.74,2579.0964,FALSE,,
Well-A,3133.1312,0.0001,1,0.000301832,1,0,3113.93,2579.2488,FALSE,,
Well-A,3133.2836,0.0001,1,0.000301832,1,0,3114.11,2579.4012,FALSE,,
Well-A,3133.436,0.0001,1,0.000301832,1,0,3114.29,2579.5536,FALSE,,
Well-A,3133.5884,0.0001,1,0.000301832,1,0,3114.48,2579.706,FALSE,,
Well-A,3133.7408,0.0001,1,0.000301832,1,0,3114.66,2579.8584,FALSE,,
Well-A,3133.8932,0.0001,1,0.000301832,0.7165,0,3114.85,2580.0108,FALSE,,
Well-A,3134.0456,0.0733,1,0.026024653,0.4146,0,3115.03,2580.1632,FALSE,,
Well-A,3134.198,0.1195,0.3968,0.433557182,0.2639,0,3115.21,2580.3156,FALSE,,
Well-A,3134.3504,0.148,0.3377,2.458491417,0.1943,0,3115.4,2580.468,FALSE,,
Well-A,3134.5028,0.1711,0.3146,10.03458491,0.1526,0,3115.58,2580.6204,FALSE,,
Well-A,3134.6552,0.1748,0.3042,12.57008163,0.1338,0,3115.77,2580.7728,FALSE,,
Well-A,3134.8076,0.1402,0.3951,1.529023531,0.1503,0,3115.95,2580.9252,FALSE,,
Well-A,3134.96,0.0566,1,0.009414315,0.2316,0,3116.13,2581.0776,FALSE,,
Well-A,3135.1124,0.0001,1,0.000301832,0.3619,0,3116.32,2581.23,FALSE,,
Well-A,3135.2648,0.0001,1,0.000301832,0.5338,0,3116.5,2581.3824,FALSE,,
Well-A,3135.4172,0.0001,1,0.000301832,0.7301,0,3116.69,2581.5348,FALSE,,
Well-A,3135.5696,0.0001,1,0.000301832,0.8518,0,3116.87,2581.6872,FALSE,,
Well-A,3135.722,0.0001,1,0.000301832,0.9017,0,3117.05,2581.8396,FALSE,,
Well-A,3135.8744,0.0001,1,0.000301832,0.9877,0,3117.24,2581.992,FALSE,,
Well-A,3136.0268,0.0001,1,0.000301832,1,0,3117.42,2582.1444,FALSE,,
Well-A,3136.1792,0.0001,1,0.000301832,1,0,3117.61,2582.2968,FALSE,,
Well-A,3136.3316,0.0001,1,0.000301832,0.9652,0,3117.79,2582.4492,FALSE,,
Well-A,3136.484,0.0001,1,0.000301832,0.727,0,3117.97,2582.6016,FALSE,,
Well-A,3136.6364,0.0191,1,0.000959799,0.4805,0,3118.16,2582.754,FALSE,,
Well-A,3136.7888,0.0886,1,0.066063434,0.3068,0,3118.34,2582.9064,FALSE,,
Well-A,3136.9412,0.1318,0.2651,0.916840752,0.2108,0,3118.53,2583.0588,FALSE,,
Well-A,3137.0936,0.1555,0.2283,3.88141748,0.1696,0,3118.71,2583.2112,FALSE,,
Well-A,3137.246,0.1628,0.2308,6.053735483,0.1646,0,3118.89,2583.3636,FALSE,,
Well-A,3137.3984,0.157,0.2572,4.252601514,0.1815,0,3119.08,2583.516,FALSE,,
Well-A,3137.5508,0.1344,0.3334,1.074101735,0.2272,0,3119.26,2583.6684,FALSE,,
Well-A,3137.7032,0.1027,0.4891,0.155885552,0.2848,0,3119.45,2583.8208,FALSE,,
Well-A,3137.8556,0.0817,1,0.043401547,0.3109,0,3119.63,2583.9732,FALSE,,
Well-A,3138.008,0.0731,1,0.025709663,0.3082,0,3119.81,2584.1256,FALSE,,
Well-A,3138.1604,0.0552,1,0.008645073,0.3328,0,3120,2584.278,FALSE,,
Well-A,3138.3128,0.0189,1,0.000948182,0.4126,0,3120.18,2584.4304,FALSE,,
Well-A,3138.4652,0.0001,1,0.000301832,0.5442,0,3120.37,2584.5828,FALSE,,
Well-A,3138.6176,0.0001,1,0.000301832,0.6814,0,3120.55,2584.7352,FALSE,,
Well-A,3138.77,0.0001,1,0.000301832,0.7779,0,3120.73,2584.8876,FALSE,,
